Timestamp,Velocidade de produção (m/min),Tensão da corda (N),Torque do motor (Nm),Comprimento da corda (m),Espessura/diâmetro da corda (mm),Torção (twist) (voltas/m),Homogeneidade (score 0-100),Alinhamento de fios (score 0-100),Temperatura (°C),Umidade (%),Vibração de motores (mm/s),Consumo de energia (kWh),Estado de sensores e atuadores,Paradas de emergência,Coberturas ou proteções abertas,Alarmes e falhas
2025-08-07 03:05:00,51.43,210.8,30.48,154.86,10.04,5.17,98.31,96.63,24.97,57.83,0.54,1.56,OK,Não,Não,OK
2025-08-07 03:06:00,50.95,195.53,32.63,155.71,10.07,4.88,97.68,96.92,24.13,60.56,0.51,1.62,OK,Não,Não,OK
2025-08-07 03:07:00,49.85,212.81,30.03,156.54,10.03,5.23,98.31,98.34,23.5,61.65,0.5,1.35,OK,Não,Não,OK
2025-08-07 03:08:00,48.31,200.68,30.34,157.34,10.07,4.67,98.44,98.52,27.69,59.53,0.59,1.49,OK,Não,Não,OK
2025-08-07 03:09:00,46.97,208.53,31.04,158.12,9.99,4.7,98.83,96.75,22.69,55.68,0.39,1.53,OK,Não,Não,OK
2025-08-07 03:10:00,49.11,204.85,28.1,158.94,9.88,5.03,99.28,97.62,24.88,59.61,0.51,1.49,OK,Não,Não,OK
2025-08-07 03:11:00,51.71,191.54,32.55,159.8,10.11,5.01,98.08,97.39,25.13,57.03,0.51,1.45,OK,Não,Não,OK
2025-08-07 03:12:00,50.43,193.56,30.3,160.64,9.94,4.86,96.69,97.51,24.95,56.71,0.38,1.64,OK,Não,Não,OK
2025-08-07 03:13:00,47.51,210.3,32.45,161.44,9.91,5.16,97.65,98.94,24.53,62.13,0.48,1.52,OK,Não,Não,OK
2025-08-07 03:14:00,50.35,196.65,28.9,162.28,9.98,5.11,98.04,98.71,27.42,65.04,0.73,1.43,OK,Não,Não,OK
2025-08-07 03:15:00,50.77,195.96,32.73,163.12,9.91,5.17,96.16,97.98,21.83,62.73,0.42,1.6,OK,Não,Não,OK
2025-08-07 03:16:00,48.23,190.45,31.16,163.93,9.96,4.98,99.39,97.45,25.65,54.78,0.51,1.64,OK,Não,Não,OK
2025-08-07 03:17:00,50.31,204.24,30.83,164.76,10.03,5.12,98.14,96.65,25.72,59.65,0.29,1.61,OK,Não,Não,OK
2025-08-07 03:18:00,50.12,220.63,30.35,165.6,10.03,4.91,98.38,99.42,25.43,58.82,0.49,1.46,OK,Não,Não,OK
2025-08-07 03:19:00,47.71,189.32,29.63,166.39,9.91,5.41,99.37,98.59,23.75,57.06,0.39,1.46,OK,Não,Não,OK
2025-08-07 03:20:00,50.72,200.24,31.8,167.24,9.95,4.84,97.37,97.29,26.81,60.93,0.46,1.4,OK,Não,Não,OK
2025-08-07 03:21:00,51.12,214.12,30.21,168.09,10.11,5.42,98.57,98.72,26.73,59.63,0.54,1.53,OK,Não,Não,OK
2025-08-07 03:22:00,52.17,199.2,27.05,168.96,10.05,5.01,97.89,97.93,23.7,57.67,0.39,1.61,OK,Não,Não,OK
2025-08-07 03:23:00,52.11,204.52,28.32,169.83,10.21,4.72,97.82,97.71,23.2,55.89,0.52,1.56,OK,Não,Não,OK
2025-08-07 03:24:00,47.24,189.38,29.72,170.62,10.12,5.27,97.23,98.44,22.91,58.78,0.42,1.68,OK,Não,Não,OK
2025-08-07 03:25:00,48.12,204.28,30.46,171.42,10.11,5.03,99.67,97.26,25.34,60.02,0.37,1.31,OK,Não,Não,OK
2025-08-07 03:26:00,51.03,198.13,29.92,172.27,9.86,5.17,97.62,97.66,25.07,59.76,0.6,1.51,OK,Não,Não,OK
2025-08-07 03:27:00,51.03,209.86,31.83,173.12,10.08,5.24,98.7,98.12,24.46,62.13,0.4,1.58,OK,Não,Não,OK
2025-08-07 03:28:00,51.03,211.87,27.07,173.97,9.99,5.07,96.12,97.5,28.12,60.68,0.46,1.44,OK,Não,Não,OK
2025-08-07 03:29:00,57.71,225.9,30.22,174.93,9.94,4.88,99.18,98.67,24.31,59.31,0.44,1.39,OK,Não,Não,OK
2025-08-07 03:30:00,51.14,205.8,27.27,175.79,10.02,5.2,99.05,99.87,25.28,58.37,0.52,1.38,OK,Não,Não,OK
2025-08-07 03:31:00,52.27,203.26,31.14,176.66,10.09,5.0,98.1,97.25,24.71,56.46,0.5,1.51,OK,Não,Não,OK
2025-08-07 03:32:00,51.91,201.94,29.86,177.52,10.05,5.14,97.77,96.33,27.94,57.82,0.48,1.38,OK,Não,Não,OK
2025-08-07 03:33:00,51.3,196.47,30.63,178.38,9.91,4.57,98.4,96.0,22.02,62.72,0.43,1.65,OK,Não,Não,OK
2025-08-07 03:34:00,49.37,203.38,28.7,179.2,10.07,5.09,100.0,97.85,24.54,61.73,0.47,1.55,OK,Não,Não,OK
2025-08-07 03:35:00,51.52,197.05,31.92,180.06,9.94,4.87,96.24,97.34,25.92,60.58,0.53,1.48,OK,Não,Não,OK
2025-08-07 03:36:00,48.45,201.68,31.56,180.87,10.02,5.33,98.78,98.21,24.67,59.01,0.51,1.49,OK,Não,Não,OK
2025-08-07 03:37:00,49.53,213.18,30.88,181.69,9.97,5.12,97.09,98.13,23.04,62.48,0.61,1.61,OK,Não,Não,OK
2025-08-07 03:38:00,49.03,189.93,29.81,182.51,9.98,5.05,97.98,96.4,25.26,57.98,0.58,1.63,OK,Não,Não,OK
2025-08-07 03:39:00,50.16,211.4,30.87,183.34,10.08,5.1,97.75,96.19,22.57,58.0,0.61,1.41,OK,Não,Não,OK
2025-08-07 03:40:00,54.63,213.17,28.94,184.25,9.9,4.8,97.57,98.3,26.01,59.81,0.64,1.43,OK,Não,Não,OK
2025-08-07 03:41:00,46.27,198.82,31.28,185.03,10.19,5.32,97.99,98.14,24.38,55.63,0.52,1.46,OK,Não,Não,OK
2025-08-07 03:42:00,51.37,178.78,32.47,185.88,9.82,5.4,96.87,97.57,24.13,57.92,0.59,1.44,OK,Não,Não,OK
2025-08-07 03:43:00,46.77,193.92,31.61,186.66,9.94,5.08,99.03,96.34,26.57,59.53,0.53,1.32,OK,Não,Não,OK
2025-08-07 03:44:00,49.06,212.97,28.91,187.48,10.04,5.32,96.21,98.47,23.5,59.08,0.63,1.42,OK,Não,Não,OK
2025-08-07 03:45:00,52.18,199.77,30.54,188.35,10.06,4.89,98.54,99.27,22.69,58.02,0.32,1.43,OK,Não,Não,OK
2025-08-07 03:46:00,50.13,190.01,28.06,189.18,9.99,4.84,97.67,98.28,23.63,64.07,0.47,1.38,OK,Não,Não,OK
2025-08-07 03:47:00,47.84,194.95,30.86,189.98,9.99,5.01,96.83,97.15,28.07,62.73,0.54,1.54,OK,Não,Não,OK
2025-08-07 03:48:00,48.57,208.41,30.68,190.79,10.04,5.09,98.2,98.04,23.49,63.43,0.56,1.49,OK,Não,Não,OK
2025-08-07 03:49:00,51.36,205.47,27.2,191.65,9.98,4.92,96.44,96.63,25.55,59.8,0.5,1.56,OK,Não,Não,OK
2025-08-07 03:50:00,48.54,197.61,28.26,192.46,10.14,5.11,98.04,99.06,26.27,59.02,0.33,1.4,OK,Não,Não,OK
2025-08-07 03:51:00,50.43,196.33,29.58,193.3,10.08,5.06,96.58,98.08,23.59,63.2,0.48,1.56,OK,Não,Não,OK
2025-08-07 03:52:00,50.09,196.08,29.55,194.13,10.09,4.8,98.46,96.23,23.59,60.17,0.58,1.51,OK,Não,Não,OK
2025-08-07 03:53:00,48.7,190.78,28.19,194.94,9.9,5.1,97.08,97.7,25.27,57.88,1.59,2.06,OK,Não,Não,Alerta: Vibração Alta
2025-08-07 03:54:00,54.29,216.15,30.58,195.85,9.99,5.17,97.55,98.46,25.34,58.02,0.51,1.66,OK,Não,Não,OK
2025-08-07 03:55:00,51.27,196.78,30.38,196.7,9.97,5.03,98.29,97.67,27.02,59.35,0.69,1.51,OK,Não,Não,OK
2025-08-07 03:56:00,45.95,212.17,29.71,197.47,9.9,5.23,97.23,97.72,23.85,59.96,0.48,1.45,OK,Não,Não,OK
2025-08-07 03:57:00,50.37,215.21,28.87,198.31,10.04,4.76,97.94,96.78,24.43,60.16,0.48,1.53,OK,Não,Não,OK
2025-08-07 03:58:00,48.68,209.98,31.57,199.12,9.95,5.09,96.49,98.57,29.26,59.63,0.52,1.41,OK,Não,Não,OK
2025-08-07 03:59:00,51.7,195.68,32.48,199.98,10.07,4.77,98.63,97.35,22.31,64.68,0.52,1.48,OK,Não,Não,OK
2025-08-07 04:00:00,48.41,204.04,29.27,200.79,9.89,4.78,99.76,95.84,22.0,57.29,0.51,1.7,OK,Não,Não,OK
2025-08-07 04:01:00,49.77,199.76,29.08,201.62,10.17,4.87,100.0,97.63,22.93,61.35,0.54,1.32,OK,Não,Não,OK
2025-08-07 04:02:00,51.01,190.96,30.74,202.47,9.91,4.81,98.09,98.98,26.65,59.05,0.38,1.45,OK,Não,Não,OK
2025-08-07 04:03:00,51.73,203.24,29.46,203.33,10.02,4.89,98.79,97.61,24.34,59.92,0.49,1.49,OK,Não,Não,OK
2025-08-07 04:04:00,47.6,188.21,29.79,204.12,10.08,4.96,96.22,99.74,24.34,61.88,0.38,1.46,OK,Não,Não,OK
2025-08-07 04:05:00,49.33,211.88,31.11,204.94,9.94,5.17,99.5,98.43,23.55,56.43,0.51,1.45,OK,Não,Não,OK
2025-08-07 04:06:00,49.05,195.35,27.14,205.76,10.09,4.94,98.78,98.34,26.38,58.11,0.56,1.67,OK,Não,Não,OK
2025-08-07 04:07:00,48.69,202.01,31.98,206.57,9.88,4.68,97.52,97.87,22.95,59.73,0.49,1.44,OK,Não,Não,OK
2025-08-07 04:08:00,53.53,202.83,30.11,207.47,10.15,5.23,99.24,97.93,24.13,62.95,0.41,1.54,OK,Não,Não,OK
2025-08-07 04:09:00,50.81,197.41,29.38,208.31,10.0,4.83,97.75,97.74,23.61,62.94,0.46,1.44,OK,Não,Não,OK
2025-08-07 04:10:00,47.48,205.87,29.87,209.1,9.94,4.99,97.54,97.7,20.99,62.55,0.68,1.54,OK,Não,Não,OK
2025-08-07 04:11:00,51.84,195.25,29.94,209.97,9.97,5.09,98.48,98.53,24.28,55.61,0.64,1.59,OK,Não,Não,OK
2025-08-07 04:12:00,54.24,208.71,27.4,210.87,10.08,5.04,96.94,97.06,24.91,57.9,0.45,1.49,OK,Não,Não,OK
2025-08-07 04:13:00,52.06,186.54,32.24,211.74,9.94,5.22,99.02,96.92,23.84,57.98,0.45,1.44,OK,Não,Não,OK
2025-08-07 04:14:00,46.96,201.26,30.06,212.52,9.93,5.1,96.94,96.88,24.6,59.89,0.49,1.49,OK,Não,Não,OK
2025-08-07 04:15:00,49.03,219.39,30.66,213.34,9.98,4.83,96.95,100.0,24.64,56.29,0.62,1.55,OK,Não,Não,OK
2025-08-07 04:16:00,52.53,190.0,31.43,214.22,9.88,5.44,97.09,98.53,24.8,62.2,0.32,1.59,OK,Não,Não,OK
2025-08-07 04:17:00,48.58,193.22,28.47,215.02,10.18,5.04,98.76,98.3,23.42,56.01,0.44,1.53,OK,Não,Não,OK
2025-08-07 04:18:00,50.89,205.14,30.71,215.87,9.94,4.97,97.38,96.94,23.33,62.07,0.54,1.49,OK,Não,Não,OK
2025-08-07 04:19:00,51.55,201.8,29.6,216.73,10.08,5.19,96.65,98.62,25.07,61.74,0.53,1.63,OK,Não,Não,OK
2025-08-07 04:20:00,48.15,203.51,31.27,217.53,10.02,5.05,97.39,97.88,22.79,57.81,0.46,1.44,OK,Não,Não,OK
2025-08-07 04:21:00,49.88,204.89,26.81,218.37,9.9,5.08,97.97,98.21,24.68,62.52,0.47,1.46,OK,Não,Não,OK
2025-08-07 04:22:00,43.52,206.35,29.85,219.09,10.0,5.5,96.82,97.02,27.45,59.33,0.53,1.68,OK,Não,Não,OK
2025-08-07 04:23:00,47.95,211.1,29.1,219.89,10.08,4.94,96.85,98.16,24.94,58.81,0.46,1.49,OK,Não,Não,OK
2025-08-07 04:24:00,49.49,204.1,30.65,220.72,9.98,4.94,100.0,97.58,22.26,59.16,0.39,1.57,OK,Não,Não,OK
2025-08-07 04:25:00,47.5,197.59,30.71,221.51,10.12,5.02,97.14,97.23,25.27,59.33,0.48,1.41,OK,Não,Não,OK
2025-08-07 04:26:00,53.26,206.73,28.94,222.39,10.1,5.21,97.68,98.73,26.23,59.51,0.52,1.6,OK,Não,Não,OK
2025-08-07 04:27:00,47.14,219.0,28.93,223.18,10.09,4.7,97.63,96.46,23.81,59.56,0.29,1.38,OK,Não,Não,OK
2025-08-07 04:28:00,49.12,198.67,29.83,224.0,9.95,4.61,97.58,98.56,24.55,58.22,0.54,1.38,OK,Não,Não,OK
2025-08-07 04:29:00,50.26,190.25,28.66,224.84,9.89,4.88,98.62,98.68,23.68,58.68,0.6,1.59,OK,Não,Não,OK
2025-08-07 04:30:00,52.88,211.07,31.26,225.72,9.94,4.67,98.95,97.12,24.31,58.86,0.46,1.46,OK,Não,Não,OK
2025-08-07 04:31:00,47.13,198.8,29.45,226.5,10.02,4.92,97.69,97.18,24.0,63.35,0.47,1.48,OK,Não,Não,OK
2025-08-07 04:32:00,52.33,178.27,25.64,227.38,10.05,5.1,96.76,97.78,25.65,58.86,0.43,1.54,OK,Não,Não,OK
2025-08-07 04:33:00,50.02,208.47,29.44,228.21,9.78,4.82,99.27,98.28,27.49,58.73,0.48,1.47,OK,Não,Não,OK
2025-08-07 04:34:00,48.04,194.65,28.44,229.01,10.0,4.71,97.9,97.85,25.09,63.03,0.44,1.4,OK,Não,Não,OK
2025-08-07 04:35:00,50.92,199.09,27.55,229.86,10.02,5.01,99.73,98.43,22.69,59.36,0.64,1.44,OK,Não,Não,OK
2025-08-07 04:36:00,50.4,203.32,28.14,230.7,9.97,5.17,95.75,99.76,28.79,58.22,0.51,1.4,OK,Não,Não,OK
2025-08-07 04:37:00,48.8,201.9,30.16,231.51,10.13,4.66,98.2,97.49,25.87,57.79,0.29,1.62,OK,Não,Não,OK
2025-08-07 04:38:00,50.14,207.09,31.99,232.35,10.04,5.16,99.92,96.28,26.18,57.16,0.56,1.62,OK,Não,Não,OK
2025-08-07 04:39:00,49.23,195.65,30.47,233.17,10.13,5.16,97.65,98.83,24.9,61.08,0.67,1.42,OK,Não,Não,OK
2025-08-07 04:40:00,50.23,205.13,29.09,234.01,9.98,5.19,97.77,99.68,25.35,56.39,0.55,1.54,OK,Não,Não,OK
2025-08-07 04:41:00,51.32,197.4,30.68,234.86,10.09,5.24,98.3,98.39,24.49,62.69,0.62,1.47,OK,Não,Não,OK
2025-08-07 04:42:00,53.17,207.39,29.31,235.75,10.16,5.44,97.44,96.91,26.36,59.82,0.57,1.65,OK,Não,Não,OK
2025-08-07 04:43:00,47.52,206.15,28.96,236.54,10.13,4.93,97.69,97.88,24.28,59.13,0.6,1.74,OK,Não,Não,OK
2025-08-07 04:44:00,54.27,190.65,28.27,237.44,9.89,5.02,97.66,96.88,25.73,59.54,0.59,1.57,OK,Não,Não,OK
2025-08-07 04:45:00,46.1,210.86,27.37,238.21,9.97,4.92,97.37,98.64,26.45,60.93,0.6,1.45,OK,Não,Não,OK
2025-08-07 04:46:00,49.7,194.64,29.42,239.04,9.97,5.0,99.23,96.65,26.87,59.06,0.53,1.38,OK,Não,Não,OK
2025-08-07 04:47:00,51.18,208.08,30.24,239.89,10.05,5.31,98.46,97.7,26.55,59.62,0.33,1.52,OK,Não,Não,OK
2025-08-07 04:48:00,50.56,203.67,29.86,240.74,10.07,4.73,98.25,97.0,23.46,62.11,0.39,1.48,OK,Não,Não,OK
2025-08-07 04:49:00,48.75,218.38,29.38,241.55,9.92,4.83,98.81,98.13,27.36,60.69,0.39,1.36,OK,Não,Não,OK
2025-08-07 04:50:00,49.58,197.77,28.58,242.37,10.01,5.28,97.74,97.63,26.0,57.5,0.25,1.51,OK,Não,Não,OK
2025-08-07 04:51:00,49.01,196.51,30.91,243.19,9.8,5.2,97.23,98.18,25.46,58.58,0.46,1.71,OK,Não,Não,OK
2025-08-07 04:52:00,48.82,199.81,28.02,244.01,10.14,4.93,97.4,98.02,25.63,56.44,0.64,1.58,OK,Não,Não,OK
2025-08-07 04:53:00,51.7,196.97,31.16,244.87,9.95,5.17,98.0,97.01,24.76,61.23,0.36,1.38,OK,Não,Não,OK
2025-08-07 04:54:00,50.71,208.0,28.5,245.71,10.01,5.07,96.94,98.63,24.3,61.44,0.57,1.5,OK,Não,Não,OK
2025-08-07 04:55:00,48.61,183.84,28.87,246.52,9.97,5.3,97.5,97.95,24.45,58.13,0.55,1.54,OK,Não,Não,OK
2025-08-07 04:56:00,51.8,189.46,27.8,247.39,10.11,5.01,97.48,97.01,26.93,64.61,0.52,1.55,OK,Não,Não,OK
2025-08-07 04:57:00,50.61,189.32,29.25,248.23,9.72,5.21,100.0,100.0,25.12,64.88,0.62,1.34,OK,Não,Não,OK
2025-08-07 04:58:00,51.63,209.5,31.46,249.09,10.0,5.53,95.23,98.48,25.42,60.05,0.5,1.49,OK,Não,Não,OK
2025-08-07 04:59:00,51.26,217.11,30.77,249.94,9.99,5.12,97.82,97.85,25.09,58.41,0.65,1.53,OK,Não,Não,OK
2025-08-07 05:00:00,48.34,198.96,31.47,250.75,9.95,5.01,99.73,99.42,24.0,60.55,0.48,1.48,OK,Não,Não,OK
2025-08-07 05:01:00,48.88,198.31,30.78,251.56,10.17,5.14,98.12,99.84,21.78,58.36,0.53,1.31,OK,Não,Não,OK
2025-08-07 05:02:00,51.49,200.7,28.34,252.42,9.91,4.93,98.75,97.85,26.15,61.9,0.49,1.48,OK,Não,Não,OK
2025-08-07 05:03:00,51.22,211.62,29.5,253.28,10.08,5.48,98.1,98.35,25.99,60.33,0.41,1.58,OK,Não,Não,OK
2025-08-07 05:04:00,49.96,190.73,28.83,254.11,10.04,5.04,97.33,97.01,24.98,60.48,0.37,1.44,OK,Não,Não,OK
2025-08-07 05:05:00,50.23,202.38,32.0,254.95,10.13,4.95,95.76,97.85,23.36,63.52,0.56,1.45,OK,Não,Não,OK
2025-08-07 05:06:00,52.56,209.75,28.2,255.82,9.93,4.83,98.21,97.8,27.73,58.76,0.63,1.64,OK,Não,Não,OK
2025-08-07 05:07:00,48.82,205.01,31.34,256.64,9.93,5.22,97.22,98.18,24.49,58.84,0.52,1.48,OK,Não,Não,OK
2025-08-07 05:08:00,51.09,201.9,31.34,257.49,10.11,5.17,97.2,98.33,25.37,61.72,0.55,1.51,OK,Não,Não,OK
2025-08-07 05:09:00,49.6,210.01,32.74,258.31,10.04,4.9,97.5,98.56,23.95,59.16,0.34,1.31,OK,Não,Não,OK
2025-08-07 05:10:00,49.56,172.97,29.39,259.14,9.85,5.12,99.74,98.24,22.98,63.21,0.54,1.39,OK,Não,Não,OK
2025-08-07 05:11:00,52.2,206.78,31.07,260.01,9.95,4.7,100.0,96.79,25.88,62.0,0.29,1.72,OK,Não,Não,OK
2025-08-07 05:12:00,51.65,193.46,33.42,260.87,10.04,5.04,98.22,97.06,22.75,59.26,0.38,1.67,OK,Não,Não,OK
2025-08-07 05:13:00,51.63,181.69,29.07,261.73,10.08,5.09,97.54,97.45,25.34,56.38,0.63,1.55,OK,Não,Não,OK
2025-08-07 05:14:00,52.61,205.11,27.7,262.61,9.93,5.34,96.82,97.72,25.35,57.1,0.5,1.27,OK,Não,Não,OK
2025-08-07 05:15:00,50.04,213.74,27.18,263.44,9.71,4.85,98.47,99.05,23.32,59.04,0.51,1.37,OK,Não,Não,OK
2025-08-07 05:16:00,51.36,198.63,31.07,264.3,10.05,4.74,99.78,96.84,23.06,60.81,0.56,1.36,OK,Não,Não,OK
2025-08-07 05:17:00,49.38,209.53,27.18,265.12,9.88,4.82,97.75,97.64,23.84,62.2,0.58,1.36,OK,Não,Não,OK
2025-08-07 05:18:00,50.65,216.12,29.44,265.96,9.8,4.73,95.62,98.95,24.06,59.57,0.47,1.46,OK,Não,Não,OK
2025-08-07 05:19:00,49.74,213.15,30.66,266.79,9.72,5.27,98.67,97.7,22.71,58.22,0.53,1.58,OK,Não,Não,OK
2025-08-07 05:20:00,50.19,216.4,30.28,267.63,10.08,5.31,98.99,98.46,23.31,59.72,0.49,1.44,OK,Não,Não,OK
2025-08-07 05:21:00,51.19,207.42,30.64,268.48,10.01,5.06,96.41,97.86,25.11,60.04,0.35,1.47,OK,Não,Não,OK
2025-08-07 05:22:00,48.36,200.75,30.33,269.29,9.98,5.24,98.18,98.26,27.98,62.61,0.46,1.47,OK,Não,Não,OK
2025-08-07 05:23:00,54.18,183.98,31.92,270.19,10.14,5.03,98.45,97.77,26.51,62.5,0.54,1.59,Falha,Não,Não,Alerta: Falha de Sensor
2025-08-07 05:24:00,47.99,197.54,28.57,270.99,10.06,4.98,97.93,98.67,25.24,58.0,0.46,1.59,OK,Não,Não,OK
2025-08-07 05:25:00,47.57,191.57,28.98,271.79,10.16,4.93,97.21,96.45,26.69,60.91,0.46,1.52,OK,Não,Não,OK
2025-08-07 05:26:00,52.32,221.71,28.84,272.66,9.86,4.94,99.02,97.64,26.73,58.29,0.58,1.63,OK,Não,Não,OK
2025-08-07 05:27:00,51.58,198.24,31.25,273.52,10.0,4.69,97.6,98.3,24.54,58.35,0.52,1.46,OK,Não,Não,OK
2025-08-07 05:28:00,51.25,201.23,31.35,274.37,9.84,5.05,96.51,98.53,25.39,62.08,0.54,1.67,OK,Não,Não,OK
2025-08-07 05:29:00,51.26,205.51,30.68,275.23,9.98,4.99,95.95,99.49,26.47,59.6,0.34,1.44,OK,Não,Não,OK
2025-08-07 05:30:00,49.98,200.44,31.78,276.06,9.98,5.15,99.26,97.61,26.67,61.28,0.54,1.3,OK,Não,Não,OK
2025-08-07 05:31:00,48.21,216.95,28.23,276.86,10.06,5.02,98.62,99.48,26.69,61.07,0.39,1.37,OK,Não,Não,OK
2025-08-07 05:32:00,50.15,193.77,32.5,277.7,10.0,4.97,98.09,97.34,23.46,59.84,0.5,1.36,OK,Não,Não,OK
2025-08-07 05:33:00,48.65,201.95,32.28,278.51,10.06,4.83,97.56,99.33,26.76,60.67,0.39,1.43,OK,Não,Não,OK
2025-08-07 05:34:00,51.95,192.58,31.1,279.37,10.07,5.01,97.47,98.82,27.79,60.41,0.59,1.61,OK,Não,Não,OK
2025-08-07 05:35:00,49.71,186.8,32.67,280.2,10.22,5.15,53.99,67.01,27.24,57.7,0.68,1.46,OK,Não,Não,Alerta: Homogeneidade Baixa
2025-08-07 05:36:00,48.35,193.88,27.52,281.01,9.97,4.77,97.57,98.31,23.37,60.97,0.49,1.36,OK,Não,Não,OK
2025-08-07 05:37:00,49.36,199.63,29.21,281.83,9.91,5.02,95.88,97.95,22.99,58.59,0.48,1.35,OK,Não,Não,OK
2025-08-07 05:38:00,50.83,195.71,28.9,282.68,10.02,5.05,97.26,98.63,25.7,57.86,0.6,1.49,OK,Não,Não,OK
2025-08-07 05:39:00,48.87,193.08,31.08,283.49,9.92,4.86,97.69,97.78,27.21,61.71,0.56,1.65,OK,Não,Não,OK
2025-08-07 05:40:00,48.36,185.94,28.42,284.3,10.15,4.88,98.61,97.69,25.34,58.82,0.49,1.52,OK,Não,Não,OK
2025-08-07 05:41:00,50.49,199.17,31.14,285.14,9.97,5.05,97.96,99.37,24.65,62.22,0.54,1.59,OK,Não,Não,OK
2025-08-07 05:42:00,50.49,184.95,32.06,285.98,9.94,4.77,98.79,97.9,24.86,62.2,0.7,1.54,OK,Não,Não,OK
2025-08-07 05:43:00,48.99,207.6,31.04,286.8,9.95,5.07,99.35,98.83,26.53,59.05,0.43,1.35,OK,Não,Não,OK
2025-08-07 05:44:00,49.06,200.82,30.43,287.62,10.07,4.82,99.06,97.77,24.52,62.14,0.44,1.56,OK,Não,Não,OK
2025-08-07 05:45:00,50.46,185.42,28.52,288.46,9.98,5.21,98.47,99.67,25.72,59.22,0.58,1.39,OK,Não,Não,OK
2025-08-07 05:46:00,47.1,196.91,28.73,289.24,9.94,5.47,98.01,97.32,24.8,59.86,0.71,1.46,OK,Não,Não,OK
2025-08-07 05:47:00,47.19,192.48,31.87,290.03,10.17,4.83,97.02,97.39,23.67,60.99,0.52,1.43,OK,Não,Não,OK
2025-08-07 05:48:00,48.56,203.19,31.17,290.84,9.91,5.11,98.74,99.52,23.55,64.08,0.33,1.49,OK,Não,Não,OK
2025-08-07 05:49:00,49.57,213.4,29.94,291.66,10.0,4.85,99.68,97.56,25.79,61.88,0.54,1.48,OK,Não,Não,OK
2025-08-07 05:50:00,50.62,181.25,29.37,292.51,10.07,5.21,98.34,99.6,20.94,59.88,0.45,1.46,OK,Não,Não,OK
2025-08-07 05:51:00,52.95,201.15,26.96,293.39,9.84,4.75,99.92,98.89,25.72,60.21,0.55,1.47,OK,Não,Não,OK
2025-08-07 05:52:00,51.72,198.4,28.39,294.25,10.05,5.1,96.47,97.85,24.74,56.83,0.36,1.53,OK,Não,Não,OK
2025-08-07 05:53:00,49.68,206.71,32.87,295.08,9.89,4.83,96.85,96.19,26.42,62.01,0.35,1.47,OK,Não,Não,OK
2025-08-07 05:54:00,49.96,202.13,28.08,295.91,10.08,4.96,98.86,97.98,25.9,61.79,0.47,1.48,OK,Não,Não,OK
2025-08-07 05:55:00,47.99,192.48,30.28,296.71,9.9,4.79,98.26,98.1,25.07,60.57,0.67,1.7,OK,Não,Não,OK
2025-08-07 05:56:00,49.96,196.81,31.51,297.55,10.07,5.16,99.31,99.17,23.4,61.44,0.36,1.6,OK,Não,Não,OK
2025-08-07 05:57:00,49.42,192.04,28.12,298.37,10.11,4.83,97.98,99.59,23.48,55.95,0.47,1.45,OK,Não,Não,OK
2025-08-07 05:58:00,50.65,210.76,30.28,299.21,10.09,5.11,97.13,97.32,24.03,57.84,0.35,1.51,OK,Não,Não,OK
2025-08-07 05:59:00,48.35,200.21,31.41,300.02,10.03,4.93,97.79,98.8,26.3,63.6,0.53,1.5,OK,Não,Não,OK
2025-08-07 06:00:00,51.04,219.01,30.02,300.87,9.98,4.98,96.47,98.77,27.65,59.48,0.52,1.51,OK,Não,Não,OK
2025-08-07 06:01:00,53.07,199.39,34.3,301.75,9.94,5.03,96.87,99.07,25.49,61.51,0.36,1.5,OK,Não,Não,OK
2025-08-07 06:02:00,49.78,192.92,27.5,302.58,10.15,4.85,98.97,98.5,24.12,58.51,0.63,1.51,OK,Não,Não,OK
2025-08-07 06:03:00,50.8,184.86,31.59,303.43,9.93,5.04,98.87,96.06,24.27,59.12,0.31,1.47,OK,Não,Não,OK
2025-08-07 06:04:00,51.38,181.97,29.74,304.29,9.9,5.31,98.36,97.84,24.34,63.71,0.66,1.44,OK,Não,Não,OK
2025-08-07 06:05:00,49.2,184.16,31.16,305.11,10.07,4.84,96.28,96.84,26.56,59.69,0.64,1.46,OK,Não,Não,OK
2025-08-07 06:06:00,50.45,202.67,30.66,305.95,9.92,5.23,97.64,97.8,24.31,61.05,0.53,1.33,OK,Não,Não,OK
2025-08-07 06:07:00,50.03,205.09,28.9,306.78,9.9,5.3,96.78,98.98,24.93,60.26,0.59,1.57,OK,Não,Não,OK
2025-08-07 06:08:00,50.2,184.19,30.34,307.62,9.86,4.84,99.18,98.31,27.02,60.49,0.48,1.55,OK,Não,Não,OK
2025-08-07 06:09:00,48.45,208.95,27.21,308.43,9.95,4.71,97.42,99.15,24.15,60.42,0.35,1.7,OK,Não,Não,OK
2025-08-07 06:10:00,50.05,195.17,30.9,309.26,9.99,5.06,96.91,98.34,25.84,56.04,0.52,1.38,OK,Não,Não,OK
2025-08-07 06:11:00,51.0,201.47,30.45,310.11,10.02,4.89,98.03,96.7,26.35,60.95,0.34,1.46,OK,Não,Não,OK
2025-08-07 06:12:00,52.9,216.12,30.96,310.99,10.1,5.37,97.36,95.48,25.1,58.92,0.5,1.62,OK,Não,Não,OK
